userid,label,v1_mfcc1,v1_mfcc2,v1_mfcc3,v1_mfcc4,v1_mfcc5,v1_mfcc6,v1_mfcc7,v1_mfcc8,v1_mfcc9,v1_mfcc10,v1_mfcc11,v1_mfcc12,v1_mfcc13,v1_mfcc14,v1_mfcc15,v1_mfcc16,v1_mfcc17,v1_mfcc18,v1_mfcc19,v1_mfcc20,v1_mfcc21,v1_mfcc22,v1_mfcc23,v1_mfcc24,v1_mfcc25,v1_mfcc26,v1_mfcc27,v1_mfcc28,v1_mfcc29,v1_mfcc30,v1_mfcc31,v1_mfcc32,v1_mfcc33,v1_mfcc34,v1_mfcc35,v1_mfcc36,row_id,x_mean,x_std,x_mad,x_iqr,x_min,x_max,x_energy,x_jerk_mean,x_jerk_std,x_zcr,x_spectral_entropy,x_dominant_freq,x_spectral_centroid,x_entropy,y_mean,y_std,y_mad,y_iqr,y_min,y_max,y_energy,y_jerk_mean,y_jerk_std,y_zcr,y_spectral_entropy,y_dominant_freq,y_spectral_centroid,y_entropy,z_mean,z_std,z_mad,z_iqr,z_min,z_max,z_energy,z_jerk_mean,z_jerk_std,z_zcr,z_spectral_entropy,z_dominant_freq,z_spectral_centroid,z_entropy,corr_xy,corr_yz,corr_xz,mag_mean,mag_std,mag_mad,mag_iqr,mag_energy,mag_jerk_mean,mag_jerk_std,sma,mag_spectral_entropy,mag_dominant_freq,mag_spectral_centroid,mag_zcr,start_idx,start_time,activity,sensor,source_file,user
user1,watch_tv,120.078886218676,3.02517055646207,0.390507519952785,-1.77784812841785,-9.21606049221963,-6.56763234718627,-9.9187613930323,-9.14553445855934,-4.625030000807,-4.46765136262524,3.59211107489738,2.40490660103961,137.876358685354,3.99650200562467,-8.10703731300537,-2.7693523907412,-5.43969728083572,-4.90427582984684,-5.3252941075118,0.0053805844706941,-4.77860233102959,6.14267104006934,-4.03369590228468,-4.67024923415447,126.918290036353,-0.552026154554701,-6.03412572793995,-6.2660507609129,-6.06027290693866,-5.37761535151147,-6.92146094195645,-6.91132348010554,-5.35189601955257,-3.98184585418991,-3.90246183804638,2.06505164108637,user1_watch_tv_0,-0.2502728618823529,0.3804007433882043,0.08007813,0.17675781,-1.0229492,0.7036133,0.2073412309650818,0.0097394670238095,0.1066754123583421,0.0357142857142857,2.8363971954870095,0.3352941176470588,1.0183046557711413,1.8327341181368988,0.8658404207058826,0.2290839976427458,0.0441894699999999,0.17089846,0.16894531,1.2575684,0.8021591121041212,-0.0019821892857142,0.1126532418577984,0.0,2.949862978089178,0.3352941176470588,1.367346245451092,1.6429071255407368,-0.1372673486188235,0.1473077587446574,0.03051758,0.203857422,-0.43359375,0.22705078,0.0405419007832158,0.0035720098333333,0.1007563400786304,0.1071428571428571,3.876084922111496,0.3352941176470588,2.699014865609584,1.793277077433945,0.6694489649047789,-0.6982499046618386,-0.1990193633771509,1.018989876012662,0.1081752117451957,0.0284278639366685,0.0558119259553959,1.0500422438524186,0.0007000189646327,0.0979071312622764,1.3939539318188232,3.923728811603558,4.358823529411765,4.585623293105356,0.0,0.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,130.243139187771,2.55227772238835,-6.45787911777927,-7.44015904742639,-3.07010625817469,-3.47547566240575,-5.71881898995126,-2.87817444130455,-0.894521817669787,-5.61275904681573,-6.88029200219578,0.170043314878194,121.693686662294,1.65766324825304,-10.6392004676304,-10.7207638402856,-2.92442873425127,-4.99555119872866,-9.13059668405967,-6.32558746455697,-2.74364713236072,-0.308406593799894,1.67180823088614,-0.0798897629291958,123.26795481213,2.08654961075253,-5.76695622151249,-9.75948424424837,-2.09428502437055,-2.3206628280838,-5.04343609893467,-6.26444797682663,-2.8329644976842,-6.50174959981789,-4.00033468864734,-2.81088980877819,user1_watch_tv_1,0.3146800325882353,0.0565754515256081,0.0092773499999999,0.0366211,0.13476563,0.5336914,0.1022243046250592,-0.0014241535714285,0.0438726857878379,0.0,4.4417805404627,0.3352941176470588,3.964944925719962,1.50380939234918,0.8822782662352942,0.23634268226106,0.02319335,0.0659179699999999,0.0925293,1.4248047,0.8342728025295091,0.0051879885714285,0.1680105976996611,0.0,3.6599274077806494,1.3411764705882354,2.120080734299473,1.4129085414513511,0.0969812723882353,0.2596091078618314,0.030761719,0.30566406,-0.1315918,0.81811523,0.076802256078857,-0.0028512136904761,0.0748891382255508,0.0595238095238095,2.305013339841804,0.3352941176470588,0.8509573646521884,1.6033170371311911,-0.2360114187981433,-0.7273782705520936,0.3535343020180245,0.9989651052741558,0.1239680671706233,0.0220589516366203,0.0394078368747796,1.0132993632334255,0.0037429787137518,0.1293196416616733,1.3839614000823532,4.589228632510353,2.011764705882353,4.172186799067365,0.0,85.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,122.259208851707,1.97026685010026,-8.98057538525858,-10.2220303509167,-3.56499370031836,-2.49690608842772,-5.58489994107319,-6.73058819284738,-4.07989039227478,-8.98759854820375,-0.0910706905038025,-0.551506770298653,123.44478733256,1.76918785888926,-8.90723822265011,-9.31609804413702,0.0409951261309236,-0.646261797250041,-6.96577190297039,-10.687579599499,-6.54737417612276,-6.68949344339302,-0.596485893868918,0.216512952243804,121.306587478857,2.95538709776006,-10.1640676656461,-10.6547437835675,0.0880870848518412,-0.292559518952788,-2.87327682807515,-7.47376782991039,-9.42462258056936,-5.53664060660282,0.53072996793728,-0.602268512089562,user1_watch_tv_2,0.3085564114117647,0.0096736754889505,0.0019531299999999,0.0036621199999999,0.26757813,0.34716797,0.0953006390207717,-0.0001743861904761,0.0125853726840643,0.0,4.649815444113043,0.3352941176470588,4.876155926723364,1.3165529091701431,0.9500861659999998,0.0185688345708276,0.0026855,0.0051269999999999,0.8708496,1.0200195,0.9030085244418984,-0.0009126210714285,0.024154828954098,0.0,4.545857665154827,7.376470588235295,5.862039293745573,0.8745168228321033,-0.0796070770117647,0.0101694972293643,0.0029296899999999,0.0056152359999999,-0.12060547,-0.053222656,0.006440705384255,-4.359654761904774e-05,0.0107949788839545,0.0,4.1812084552238815,0.3352941176470588,3.235266781022414,1.302007191333693,0.4586942406878952,0.0052111847200733,0.2129222982840963,1.00218875766031,0.0191719291207059,0.0028540115524671,0.0059563268869863,1.0047498688469252,-0.0009146403011643,0.0250151016769873,1.3382496544235296,4.57774502700406,4.694117647058824,5.833070437456328,0.0,170.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,122.60956611389,3.18874004367311,-7.04939687501884,-10.5698748479342,-0.220824225398409,-0.649459270109414,-4.97582523072581,-6.85628774341401,-5.52496400735914,-6.55174896149084,-1.45495425301731,-1.00531613672603,121.974828694976,-0.109167610736817,-7.87594432389325,-9.60870934377714,-0.622967805603568,-1.74833127966346,-7.84790485399831,-6.8105313545694,-7.62597075577402,-6.54634101997247,2.62414020470958,1.83857224614777,122.803617310995,1.40439593599263,-7.36564631708271,-10.8249258446955,-2.47262233813657,-3.82309002306658,-6.37787380671742,-8.15776653316508,-5.85536317477819,-8.53141812805233,1.65821572977488,4.53820292105105,user1_watch_tv_3,0.3177447147058823,0.0044796532760874,0.0012207,0.0024414099999999,0.30273438,0.34985352,0.1009817710169965,-0.0004359654761904,0.0061584988446604,0.0,4.789914354380255,11.73529411764706,8.680036468330258,0.91971984518956,0.948963119529412,0.005434162016388,0.001709,0.0036621,0.93774414,0.97509766,0.900560532343813,-0.0003807432142857,0.0068304699657909,0.0,4.568937061065596,6.7058823529411775,7.330059987024394,1.4586608010980104,-0.080310776717647,0.0036483742223833,0.001953124,0.0034179699999999,-0.09423828,-0.06518555,0.0064631314914583,-2.615792857142845e-05,0.0043533273248001,0.0,4.342530480835688,5.7,7.117180268773399,1.4764056625894464,0.493878355178171,-0.1839146126046803,-0.339898095565931,1.0039764736687666,0.0060560029636865,0.0018071847549541,0.0039418043857426,1.008005434852268,-0.0004984184256106,0.0074624362490487,1.3470186109529412,4.615770562210299,5.364705882352942,7.121356960639201,0.0,255.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,121.393022592818,1.33879819832913,-8.70618298394485,-8.65499676378825,-4.93531047194821,-3.40165575545898,-5.03136119866635,-7.95792358207164,-8.61395731698896,-3.0881700543522,6.10575906273716,1.63903732461242,122.134077977422,1.42031921882814,-8.39283756791343,-9.41615916933947,0.910150797385025,-3.28290430820134,-5.02362644753004,-7.51169163005185,-5.95992762794578,-5.98310914936401,0.156111110137805,1.46991130725666,128.034579168028,1.1511628208,-11.6123305403534,-11.0742726923109,-7.94512014892494,-10.4349460345532,-1.27052513772715,1.75142470011419,-8.497200891734,-7.67085764053389,-0.669723290839781,-4.65046639119381,user1_watch_tv_4,0.3198098577647058,0.0015241290691735,0.0012207,0.0024414,0.3161621,0.32421875,0.1022806680929009,-5.812857142857233e-06,0.0022883742044176,0.0,4.816354466473642,14.082352941176472,9.87951138133461,1.9722029473609224,0.9466222415294118,0.0030178434226453,0.00146484,0.0029297,0.9387207,0.9555664,0.8961027755370915,4.069011904761896e-05,0.0045229349052514,0.0,4.7217251532657025,7.711764705882354,8.584990186495835,1.8861195575066445,-0.0867532171058823,0.00229041115664,0.0017089799999999,0.0034179699999999,-0.09106445,-0.08105469,0.0075313666614868,-7.556732142857136e-05,0.0024806116270669,0.0,4.379601786795612,2.682352941176471,5.604500463719309,2.1553743744832303,-0.3901604584554153,-0.2997248568441295,-0.1851471717851363,1.0029492156736175,0.0027714745451165,0.0013708492448591,0.0026214412608336,1.0059148102914792,4.3097477674199014e-05,0.0040816722695334,1.3531853164,4.6173610261521425,7.711764705882354,8.083768296338675,0.0,340.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,123.525907628997,3.39756873310135,-5.72349289349447,-11.7703885092944,-3.87066464020103,-6.78023869433265,-8.09170602050097,-8.10116612177237,-8.10586676518625,-6.05115277343152,1.0961280808756,2.7817186666175,122.817370515318,0.653467465258322,-8.00856345295884,-10.1540768990562,-7.67535722084352,-4.9162861917368,-3.24226750360412,-5.89770347675156,-5.67957831203639,-5.64248134973046,0.518456132805212,-0.846019774595699,118.02089181853,1.6574128225388,-2.40631692443338,-7.75923279648182,-3.60378894049372,-1.27059687974342,-1.44410575183509,-2.86279097483405,-2.94593679323878,-3.89569883574512,3.29698142605434,3.58038494939656,user1_watch_tv_5,0.3188735075294118,0.0113406976408977,0.0012207,0.00268554,0.22558594,0.33911133,0.1018089252270921,-3.7783690476190344e-05,0.0162884113688061,0.0,4.8924937896798015,8.047058823529412,7.372566683101208,0.5458834511121687,0.9453756905882352,0.0126252529444575,0.0024414,0.00512695,0.88916016,1.0151367,0.8938945933670943,-8.719642857142804e-06,0.0234021206904877,0.0,4.549452948197786,13.411764705882357,10.913439677841936,0.8416362950722702,-0.0864688649529411,0.0069901381354538,0.002197265,0.0041503899999999,-0.10131836,-0.045166016,0.0075257266374027,4.650297619047619e-05,0.0093564346743847,0.0,4.50027650347141,7.041176470588236,6.661615635614764,1.3167027867404375,-0.4243178088207557,-0.2866044410406187,-0.4059979333582686,1.001549065811958,0.0113452193801088,0.0021821507135992,0.0044592106671169,1.0032292452315887,-2.444635218006493e-05,0.0206834214621811,1.3507180630705882,4.670095929399379,12.741176470588236,10.393365548059728,0.0,425.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,117.888439837859,1.60413448324859,-5.03230762170993,-7.85439744209564,-8.68112985657233,-6.23122352176139,-1.86136666948625,-2.90054612834053,-1.59654199250164,-2.76091337890218,3.64845661520916,7.87703705891575,114.893132982052,-0.427153068093808,-7.37544097522932,-6.68257046778776,-7.93273828606042,-3.22967360045651,-5.85300402499573,-4.34529733053676,-2.47526549806206,-1.21314311245698,3.1290568264545,7.09674334276004,120.971955657755,4.20736596558478,-7.84773441866212,-9.91315640524294,-7.99455222531845,-7.05749965356429,-2.44204249234562,0.11642565310159,-0.933503676012589,-1.77547800088943,6.22932972618305,2.32712930501624,user1_watch_tv_6,0.3196576278823529,0.0020122638734415,0.0014648499999999,0.0029296899999999,0.31469727,0.3251953,0.1021850482692691,1.4532142857143084e-05,0.0029582146491487,0.0,4.875420439625007,9.723529411764709,7.7892785283074035,2.0104861641646825,0.9464613983529414,0.0039210900833211,0.00268557,0.00537109,0.9382324,0.95874023,0.8958045535196464,0.000104631547619,0.0062500186043087,0.0,4.693449628225362,5.364705882352942,8.342478721492595,2.0152041733160018,-0.0896714154235293,0.0023846879934362,0.00146484,0.002685544,-0.09716797,-0.08544922,0.0080466494808852,-4.650297619047619e-05,0.00335859250511,0.0,4.932410440006956,5.364705882352942,6.8263300733797765,2.043020515760374,0.0495852935703637,-0.5632261943055026,-0.2026931132932651,1.0030059429844238,0.0039153042956453,0.0024578852536696,0.0056318058646642,1.006036251269801,0.000107450930091,0.0061933066644669,1.3557904416588236,4.554664921354738,5.364705882352942,8.167771479534338,0.0,510.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,122.168825286977,0.593957833822556,-5.27447967059509,-5.72878620138023,-5.21913304037593,-6.20643481540973,-3.1133841165808,0.809054609853434,-2.90818578272972,-1.09769147355828,6.02551502338273,5.35011078703472,120.526157959176,4.71592306052603,-3.11109584786162,-5.07902523598501,-3.37481232885594,-4.85208952857061,-2.93242971002687,-5.91557216070896,-4.06575609762113,-2.75632496007957,3.54188340085021,2.978738854643,122.947953345082,3.60887364811222,-9.23230965821831,-4.48594412490987,-7.68711111080446,-12.0339969685473,-0.37474800213245,2.07380354998473,-4.53654770616227,-2.15507667670627,8.64857964827131,4.41185346917954,user1_watch_tv_7,0.3196059289411764,0.0061538063737833,0.00146484,0.0034179699999999,0.2770996,0.3388672,0.1021858191472383,-3.197071428571412e-05,0.0087938894726945,0.0,4.888083067927445,10.394117647058824,6.284444861215411,0.987715491614214,0.9461368324705882,0.0081681871713082,0.00268555,0.00512696,0.90893555,0.9758301,0.8952416250391434,-0.0001104446428571,0.0118933737938162,0.0,4.8586080789060695,4.358823529411765,7.090328135838506,1.3465761153221816,-0.0849121092823529,0.0101648767467505,0.0026855439999999,0.00927734,-0.09472656,-0.030273438,0.0073133910220548,0.0001743861904761,0.0099252336184495,0.0,3.5085484369656927,0.3352941176470588,1.8115701645089288,1.324873216898225,0.5261960938328188,-0.617895830756713,-0.520444908142471,1.002324029663173,0.0093474471496133,0.0024384409097986,0.0048546378024951,1.0047408352084366,-0.0001287044292688,0.0135438144392253,1.3506548706941175,4.83359560187397,4.358823529411765,6.712964559586645,0.0,595.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,118.254966453995,0.499331361227786,-9.60947480666339,-6.21498923653088,-6.68804995163991,-7.30431923548314,-8.87282616675084,-6.77711844224867,-2.21420327826436,-2.1181523284002,2.18389597827959,8.53240351639182,120.488704180816,2.32696911879382,-8.2987758541179,-9.247711869012,-8.83920375856985,-7.85447193065049,-5.06853413041609,-4.62230635296187,-3.77825407735251,-1.19217385914424,4.82670853831535,-0.413910794401898,121.273934393072,5.63579227320754,-4.16150291295661,-6.23476942548016,-6.14038201455022,-4.07454777319214,-5.93687753805826,-5.21223287608503,-3.37581392748951,-3.86858099915605,-0.925317966830134,2.44029974731322,user1_watch_tv_8,0.3202895218823529,0.0017028693722182,0.00097656,0.00219726,0.3161621,0.3256836,0.1025882775917251,4.650309523809517e-05,0.0024626691427648,0.0,4.6465365113256505,1.3411764705882354,7.402562367284713,1.907831837495466,0.9468089370588236,0.0033524658721915,0.0017089999999999,0.0039062699999999,0.93896484,0.95654297,0.8964584023218837,-2.0345238095237627e-05,0.0045740054124102,0.0,4.749830166660515,6.7058823529411775,7.040424694643832,1.9391558710494623,-0.080629595717647,0.0022006625930953,0.0014648399999999,0.0029296899999999,-0.08642578,-0.07421875,0.0065059746214398,-0.0001017252380952,0.0026675744162402,0.0,4.984401567585786,9.723529411764709,6.727592164498662,1.9171523676617528,-0.4108724398830246,-0.3827726491188181,-0.0913293123622882,1.002767806920006,0.0030626687529138,0.0017948757903016,0.0036558730386673,1.0055526545350482,3.4484689611831896e-06,0.0041961393210421,1.3477280546588235,4.678384711806988,6.7058823529411775,7.273772696758046,0.0,680.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
user1,watch_tv,119.501677402352,4.6789768032136,-4.2781198569969,-7.03957562530252,-6.29279541658763,-6.20690989831581,-6.84062892217055,-7.25129082418323,-6.52793090274923,-5.16721753769035,-1.18086844467918,1.91075752819226,117.689985707291,3.07962029873672,-3.27156298103465,-3.80175121962523,-5.14971869765053,-2.01584754962837,-2.54114971783486,-5.10414571404453,-4.52865943987242,-3.13793956212837,2.28941137074804,7.90362615326517,124.430487576653,3.46078725591671,-15.3865566302915,-10.8261549802196,-9.73873616931287,-14.2993834274652,-5.05062955577536,2.44285409431065,-3.96326919572288,-6.10662275920234,3.66080040530327,8.38272795238963,user1_watch_tv_9,0.3210679004705882,0.0019385743330183,0.00122071,0.00244141,0.31469727,0.32592773,0.1030883547830361,0.0,0.0029636406748802,0.0,4.710245597327676,13.411764705882357,8.268792688743968,1.9038569307449948,0.9460018374117648,0.003355475233097,0.00170896,0.00317383,0.93969727,0.9641113,0.8949307356004748,-2.3251666666666903e-05,0.005144033574982,0.0,4.735514435033223,14.082352941176472,8.061306680803703,1.5497132848914337,-0.0850873162,0.0024907727143256,0.0014648459999999,0.0031738259999999,-0.09326172,-0.07910156,0.0072460553268332,-5.522230952380947e-05,0.0028569350764958,0.0,4.893231094574551,0.3352941176470588,5.73633994014082,1.933955890508735,-0.0083642325397303,-0.4061502795544198,-0.1306831166447084,1.0026236260519164,0.003318161064729,0.0016700175377055,0.0033132567405504,1.005265145710344,-1.744300528591647e-05,0.0050917184904067,1.3521570540823529,4.789895520439391,14.082352941176472,8.034606627636986,0.0,765.0,1468360517106.0,watch_tv,acc,data/htad/raw/user1/1468360517106-acc-watch_tv.txt,user1
