x_mean,x_std,x_mad,x_iqr,x_min,x_max,x_energy,x_jerk_mean,x_jerk_std,x_zcr,x_spectral_entropy,x_dominant_freq,x_spectral_centroid,x_entropy,y_mean,y_std,y_mad,y_iqr,y_min,y_max,y_energy,y_jerk_mean,y_jerk_std,y_zcr,y_spectral_entropy,y_dominant_freq,y_spectral_centroid,y_entropy,z_mean,z_std,z_mad,z_iqr,z_min,z_max,z_energy,z_jerk_mean,z_jerk_std,z_zcr,z_spectral_entropy,z_dominant_freq,z_spectral_centroid,z_entropy,corr_xy,corr_yz,corr_xz,mag_mean,mag_std,mag_mad,mag_iqr,mag_energy,mag_jerk_mean,mag_jerk_std,sma,mag_spectral_entropy,mag_dominant_freq,mag_spectral_centroid,mag_zcr,row_id,start_idx,start_time,activity,sensor,source_file,user
-0.1602165668070588,0.17425888651637791,0.115722661,0.24584961,-0.5866699,0.2578125,0.05603550780936861,-0.0021478562380952385,0.08198109619153386,0.07142857142857142,2.7008699377341716,0.33529411764705885,1.0952396256771892,2.008796049812465,0.7121869254117646,0.13997335064327449,0.07348632999999993,0.18774409999999997,0.42236328,1.0783691,0.5268027556177675,0.0002935500000000002,0.10397694075557576,0.0,2.752289882697058,0.33529411764705885,1.615517205223862,1.9523578857128256,0.4484403731764707,0.485508998631317,0.06494139999999993,0.11596679999999993,-0.69262695,0.92626953,0.4368177560466363,-0.010890415714285713,0.1044441246593025,0.011904761904761904,2.0604153209674805,0.33529411764705885,0.48309126477930453,1.2783273377773536,0.3856947471848708,-0.5225262224734983,0.05510990815635529,1.0064552306234484,0.08187727538501469,0.03193352364869961,0.05391536147574583,1.0196560194737725,-0.0015528635330107805,0.10046347020681073,1.547446575945882,4.718892177838898,1.6764705882352944,5.415319577733287,0.0,0.0,0.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.25226045516352946,0.1953356471643551,0.08789062000000003,0.20288085000000003,-0.97558594,0.3635254,0.10179135229242844,-0.0006365095238095349,0.2800433144854986,0.11904761904761904,4.74036014549409,10.729411764705883,6.39912816030139,1.713723222737388,0.9013844204705883,0.21222583049371951,0.1254883000000001,0.24829104000000002,0.22875977,1.5410156,0.8575336765958471,0.0007411413095238147,0.332082061331247,0.0,4.912401680307595,7.376470588235295,7.304022923723484,1.8320048367697899,-0.18548368562941175,0.5270005792277106,0.33203127,0.68359375,-1.7001953,1.0891113,0.3121338081410129,0.0017060779761904818,0.4900536625171474,0.23809523809523808,3.810297635257761,1.0058823529411764,2.517670604964813,1.9054765626772194,-0.3834931997770026,-0.30969340151469404,0.3282163902385678,1.0928156481384297,0.2778719061241565,0.12824887527261142,0.2529083557500478,1.2714588370292883,-0.00011613869835785147,0.3943099609329007,1.6273179014658825,4.768566294573775,7.376470588235295,6.827357216803949,0.0,1.0,85.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.3036276421764706,0.14824454374959542,0.06982421999999996,0.13085937,-0.685791,0.20288086,0.11416618984516855,0.0009940010714285697,0.1660247476827728,0.047619047619047616,4.31405681238913,1.6764705882352944,3.8182705459256803,1.793016271059751,0.9029526676470587,0.1784712721513253,0.10278319999999996,0.20410159999999988,0.4189453,1.5285645,0.8471755149942524,0.0031505761904761865,0.23188002548122888,0.0,4.714607310256064,4.023529411764706,5.51917543322381,1.8062718044944532,-0.0945025284882353,0.3913309444386046,0.3059082,0.6516113299999999,-0.9030762,0.6369629,0.16207063596587998,-5.522226190475841e-05,0.2748580011700608,0.14285714285714285,3.010351606815009,1.0058823529411764,1.6079376660668614,2.191894770825816,-0.2675049202676243,-0.2790043052864027,0.10641514162874473,1.0404232314605277,0.20231618878017144,0.10110587092508405,0.21244908914802274,1.1234123408053005,0.0026701408182302436,0.2540218274919985,1.5646742907588234,4.497935692101482,4.023529411764706,5.095208218795137,0.0,2.0,170.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.266368911,0.10737089975154077,0.07373046,0.14135742999999998,-0.50097656,-0.07397461,0.08248090686078134,-0.00298781623809524,0.10378934963932838,0.0,4.7301246199951565,1.3411764705882354,4.712113356889126,2.1339431291311017,0.8347081798823529,0.3551545829947727,0.14404297,0.29418944999999996,-1.1335449,2.1645508,0.8228725233847013,-7.266071428570418e-05,0.5465386053189342,0.047619047619047616,4.861611760064209,11.4,9.849572636095878,1.2288582177721712,0.011779066088235294,0.44025708234589145,0.29296875,0.76269531,-0.704834,0.9147949,0.1939650449536281,0.0008690244047619012,0.19074372501916062,0.07142857142857142,2.3653514419732438,0.6705882352941177,1.6697875500330916,2.180054436539864,0.3526367237032403,-0.4545919687532646,-0.34384429177779946,1.028746602414458,0.20248185898944093,0.10750573450972434,0.20918799605345284,1.0993184751991107,0.00020488945515755757,0.27306705253215213,1.513470818052941,5.0458060096732655,2.682352941176471,6.484429767046845,0.0,3.0,255.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.28074161355058824,0.18722152270432818,0.11767578000000001,0.23120117,-0.79541016,0.14624023,0.11386775214271509,0.0012003580952380927,0.19058421772569153,0.11904761904761904,4.761405868719577,5.364705882352942,5.509375030480759,2.0605368017161423,0.8769990830588235,0.20609363136145073,0.1218262,0.2458496000000001,-0.25268555,1.2941895,0.811601976573767,-0.0013776511904761914,0.2901250968310258,0.023809523809523808,4.833095053914918,7.041176470588236,7.696405592491501,1.5579534350651405,-0.24084616172352946,0.3984402526307421,0.20361328,0.414550782,-1.0209961,1.4555664,0.216761508533406,0.001467750238095229,0.319297320202762,0.11904761904761904,4.535563214972794,0.6705882352941177,3.782479545334809,1.7698769410339765,-0.06892334128709064,-0.2923834898847439,-0.14550186523856773,1.05054554753689,0.19643138700397153,0.10786654962260522,0.21342993856279624,1.1422312372498877,-0.0019226844728316202,0.2938936279377071,1.5659294592082351,4.431036999548745,7.376470588235295,7.652545871361303,0.0,4.0,340.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.27714269381294115,0.18545801211263963,0.11010742000000001,0.22070312,-0.7290039,0.16992188,0.11120274699066567,0.005946568333333334,0.2005576580019631,0.09523809523809523,4.469512017618682,2.347058823529412,4.582177958087512,2.076222604067799,0.8129710505882354,0.18093137064274603,0.08813473999999999,0.21313477000000003,0.16455078,1.25,0.6936580899772018,-0.002976190476190472,0.26634356570585355,0.0,4.803291378953539,9.388235294117647,7.300845069832597,1.889084712451479,-0.5385512397647059,0.21156397649738154,0.12231445000000002,0.24267575000000002,-0.9819336,0.13964844,0.33479675400348635,0.0016450424999999945,0.2793331539338084,0.047619047619047616,4.792203416087956,2.682352941176471,7.081923770656117,2.0011325269065625,0.1313210672815189,0.413951270123619,0.12416462165749219,1.0574066104975142,0.1467952691591657,0.10262785066028435,0.19711934610769266,1.139657590971354,-0.005306121670534613,0.1929332043498802,1.6401079990576466,4.67068792568307,9.388235294117647,6.350070039202989,0.0,5.0,425.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.2631060433247059,0.1819854811982583,0.14770507,0.281982426,-0.7512207,0.16870117,0.10234350540094365,-0.0005347842380952398,0.20898577968307452,0.09523809523809523,4.799868310516617,6.370588235294118,5.878190386807556,1.9953832399944667,0.8251062765882351,0.22727565653638127,0.13916020000000007,0.2702637,0.08496094,1.2902832,0.7324545917193446,-0.005263555357142861,0.28105497231059795,0.0,4.7119881667996175,0.33529411764705885,6.94456659110519,1.9551709191308837,0.1459989654482353,0.4727973710497951,0.346435545,0.7397461000000001,-0.8059082,1.0720215,0.24485305198355267,0.01624116452380952,0.23733690032140495,0.15476190476190477,3.157680366524163,0.33529411764705885,2.7655867299370303,2.191307341386588,-0.25874937519093,-0.6130788011688141,0.2235245231544358,1.0260418218762657,0.16397965991144825,0.0912629510350107,0.16647636596031445,1.0796511491038407,0.002032475222777638,0.23103800696997268,1.5045352758388237,4.8436224406248884,6.370588235294118,7.306466893102768,0.0,6.0,510.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.23274643861176475,0.11322603415754016,0.06909180000000001,0.13793946,-0.60253906,0.03857422,0.06699103949750443,-0.00010463166666666718,0.13640383433824593,0.023809523809523808,4.70997442246608,3.3529411764705888,5.949481245847753,1.8879416540815137,0.6415584769882353,0.2523595641863596,0.15039059999999999,0.28710935000000004,0.044433594,1.376709,0.4752826290317934,0.003781273333333332,0.2288693987895507,0.0,4.124726286854458,0.33529411764705885,3.6178478972088755,1.9990651353329039,0.5180060884294118,0.4977550459813831,0.17260742000000007,0.8530273375,-0.55078125,1.2893066,0.5160903934498683,-0.011268252380952378,0.18396272188888052,0.011904761904761904,2.491444068314002,0.33529411764705885,1.0805670667204759,1.8454149041027696,-0.18103998211991798,-0.739731236588179,0.02727143854207463,1.019797265727697,0.13556400257250756,0.07785229590872833,0.15776103743848569,1.058364061979166,-0.0008744087435845773,0.18841840907396976,1.5341366014411764,4.86999350720497,7.041176470588236,6.338287237510885,0.0,7.0,595.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.30919979430588235,0.1629966493284076,0.08422851000000003,0.17797852,-0.8327637,-0.0048828125,0.12217242049108784,-0.003813243928571427,0.1742548246698272,0.0,4.047565027097062,1.3411764705882354,3.016929837579587,1.9893590675736768,0.8423655793647055,0.24081512510001615,0.1354979999999999,0.26611327000000007,0.029541016,1.4328613,0.7675716937753732,-0.0012788321428571444,0.25584797395258363,0.0,4.093448013879148,0.6705882352941177,3.6013159433377275,1.826633460057929,-0.09357479355294118,0.5146103828812311,0.2956543,0.70141601,-1.2382813,1.1115723,0.2735800881576428,0.003447033095238098,0.32498152857590845,0.08333333333333333,2.444824398810129,0.33529411764705885,1.3016741284112172,1.9984409758541988,0.011224655077809993,-0.45696359497295985,-0.0989076617552383,1.0603473861919321,0.19745283745755818,0.09969290735344138,0.22142067135687915,1.1633242024241037,9.470226751943327e-05,0.2595200581730401,1.6041015665176475,4.693707362111507,8.047058823529412,7.620497195770675,0.0,8.0,680.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
-0.32694738118823535,0.11880630093439112,0.06494140000000004,0.1286621,-0.8562012,0.015136719,0.12100952720755835,0.0009562174999999983,0.13969954789803676,0.023809523809523808,4.4298250253758,0.6705882352941177,3.848869472194389,1.594668885411705,0.8982508036470586,0.17621792569826392,0.09887699999999999,0.1984863,0.07763672,1.230957,0.8379072635899861,-0.0006103516666666647,0.2446365520677239,0.0,4.703373867767512,9.388235294117647,7.172534483867163,1.7479852374261895,-0.15793887937764708,0.33027941686465334,0.18457031999999995,0.437744134,-1.0058594,0.68359375,0.1340291828235224,-0.0027523949999999995,0.271919714888752,0.14285714285714285,3.849098232916399,0.6705882352941177,2.8021368475050896,1.9717917906890483,0.055496869655060344,-0.3107261431805164,-0.05377236045119175,1.0331337491260835,0.15993945741357704,0.10798456978356041,0.20413211311662505,1.0929459736210665,-1.3574662136993707e-05,0.21015985433760548,1.540197036469412,4.822737977090004,9.388235294117647,7.283399891335202,0.0,9.0,765.0,1469751141723.0,wash_hands,acc,data/htad/raw/user2/1469751141723-acc-wash_hands.txt,user2
