x_mean,x_std,x_min,x_max,x_energy,x_entropy,y_mean,y_std,y_min,y_max,y_energy,y_entropy,z_mean,z_std,z_min,z_max,z_energy,z_entropy,sma,activity,sensor,timestamp,user
-0.1602165668070588,0.17425888651637791,-0.5866699,0.2578125,0.05603550780936861,2.008796049812465,0.7121869254117646,0.13997335064327449,0.42236328,1.0783691,0.5268027556177675,1.9523578857128256,0.4484403731764707,0.485508998631317,-0.69262695,0.92626953,0.4368177560466363,1.2783273377773536,1.547446575945882,wash_hands,acc,1469751141723,user2
-0.25347541377529414,0.20823827963540645,-0.97558594,0.3635254,0.1076129664940703,1.7972416412115642,0.7890510082352941,0.24660459025498827,0.22875977,1.5410156,0.6834153175319648,1.9510864941545247,-0.005313648876470588,0.6669667655509245,-1.7001953,1.0891113,0.44487290121384443,2.0897844683935554,1.6551642897717647,wash_hands,acc,1469751141723,user2
-0.2510139018694118,0.19513722125227764,-0.97558594,0.3635254,0.10108651404976705,1.7105360591502694,0.9013126145882355,0.21226080414410262,0.22875977,1.5410156,0.8574190781917818,1.8320048367697899,-0.18348747692352943,0.5263353894371249,-1.7001953,1.0891113,0.3106965963616927,1.9090857314961707,1.6240033335835296,wash_hands,acc,1469751141723,user2
-0.29932502216470586,0.10184698691835894,-0.6437988,-0.04296875,0.09996827763825004,1.8681049697707868,0.8864545070588233,0.18798717632944545,0.4189453,1.5285645,0.82114077154922,1.909584097271399,-0.009782858423529413,0.4177422550975803,-0.6743164,0.9494629,0.1746042960129467,2.157402942154787,1.5574649618588232,wash_hands,acc,1469751141723,user2
-0.30508674123529417,0.14818585972211792,-0.685791,0.20288086,0.1150369686991545,1.7918223302501202,0.89810145,0.17704839942622477,0.4189453,1.5285645,0.8379323502314906,1.7931131866105878,-0.10148207825294116,0.3960935205208962,-0.9030762,0.6369629,0.16718868920517369,2.1882604539550448,1.568261721935294,wash_hands,acc,1469751141723,user2
-0.270039637482353,0.14938097751568818,-0.685791,0.20288086,0.09523608225514314,1.7781002708676947,0.8664780572941175,0.24100176797254413,-0.02709961,1.315918,0.80886607593808,1.8389876908834781,-0.10494887532941177,0.44233165583783235,-0.9030762,0.9147949,0.20667156018914692,2.1252347352133976,1.5353142269882352,wash_hands,acc,1469751141723,user2
-0.26556468323529414,0.10677182542509245,-0.50097656,-0.07397461,0.08192482368646853,2.143614821767429,0.8426729092941176,0.3563853630135409,-1.1335449,2.1645508,0.8371081590285055,1.215946970068528,0.01720473244117647,0.4361235274236072,-0.704834,0.9147949,0.19049973399078235,2.182782883381827,1.515205653347059,wash_hands,acc,1469751141723,user2
-0.29700712311999994,0.11618635435648539,-0.6047363,0.0034179688,0.10171250012266961,2.0183162334735805,0.8605009185882352,0.32401530415271557,-1.1335449,2.1645508,0.8454477482163737,0.9622177935919433,-0.0671702665764706,0.4081631055985964,-0.8366699,1.4555664,0.17110896548384513,1.7818410267134952,1.5416877279035295,wash_hands,acc,1469751141723,user2
-0.2847081806094118,0.18555154129961107,-0.79541016,0.14624023,0.1154881225845827,2.0533292907111673,0.8785673260000002,0.2014985465092593,-0.25268555,1.2941895,0.8124822105601343,1.5322295143226017,-0.24424402490000002,0.39876585774274265,-1.0209961,1.4555664,0.21866935300065707,1.7520354822395205,1.5748621323847056,wash_hands,acc,1469751141723,user2
-0.27591050176000004,0.20710223365581687,-0.79541016,0.14624023,0.11901794016668354,2.133610297772514,0.8574707056470589,0.18119145748349968,0.43017578,1.2941895,0.76808635530786,2.09038872635517,-0.40890395158235304,0.311451028335305,-1.0209961,0.6809082,0.26420418467078216,1.9148382440913674,1.5935202232811763,wash_hands,acc,1469751141723,user2
-0.2679256673423529,0.19217003063773383,-0.7290039,0.16992188,0.10871348389615272,2.0924490439466226,0.8178509911764704,0.18966016684897338,0.16455078,1.2617188,0.7048512226575158,1.8570288893409945,-0.5231359135,0.2235799845955901,-0.9819336,0.13964844,0.3236591935052438,2.0618187643236725,1.6237965334988236,wash_hands,acc,1469751141723,user2
-0.24689510627882355,0.18733989717477192,-0.7512207,0.16992188,0.09605343057788567,2.061673961696539,0.8521943971764707,0.18426547241997035,0.16455078,1.2902832,0.760189054905123,1.8256658551533946,-0.4344381894588235,0.24989067731265724,-0.90649414,0.103271484,0.25118189106803923,2.152582029499269,1.5552073804741176,wash_hands,acc,1469751141723,user2
-0.27144129156,0.1812321614849306,-0.7512207,0.16870117,0.10652547112026088,1.9514233342990248,0.838893041764706,0.2184652324611872,0.08496094,1.2902832,0.751468593315561,1.882997240606163,0.05042509133058824,0.46745630690859663,-0.8059082,1.0720215,0.22105808870432223,2.196495360711026,1.5096105290152941,wash_hands,acc,1469751141723,user2
-0.2514705883529411,0.1547332021787132,-0.5969238,0.16870117,0.08717982066305292,2.0138635201775705,0.6811207484705882,0.22324872336330095,0.08496094,1.2727051,0.5137654664804779,1.9909772729344914,0.5999281930247059,0.3435083694819534,-0.31958008,1.2893066,0.47791183669003906,2.014824823729965,1.566681983798823,wash_hands,acc,1469751141723,user2
-0.2194163605529412,0.1046666801309376,-0.5969238,0.03857422,0.059098653207930306,1.8476038721624783,0.6103314549882353,0.22643086406877394,0.044433594,1.2453613,0.4237754211509878,2.030425402049101,0.6033145672529413,0.44822325409971,-0.55078125,1.2893066,0.5648925525753368,1.7538704571797838,1.5359116475,wash_hands,acc,1469751141723,user2
-0.24618279028823534,0.11299475854446744,-0.60253906,-0.0048828125,0.07337378169262374,2.0035383018953827,0.751898552282353,0.27221478542436045,0.044433594,1.376709,0.6394523223279288,1.9897236088042247,0.020657169535294128,0.5640066935217605,-0.72875977,0.9892578,0.31853026899055903,1.9435328110934784,1.4887925108352942,wash_hands,acc,1469751141723,user2
-0.2994198075117647,0.1460536729112184,-0.7380371,-0.0048828125,0.11098389650123938,1.9919992167105538,0.8468548953647058,0.23757756795052237,0.029541016,1.3874512,0.7736063145964519,1.8318515743222399,-0.11459099324705883,0.4885418184366844,-1.2382813,1.0070801,0.2518042040947698,1.9926827641071734,1.5821317822411767,wash_hands,acc,1469751141723,user2
-0.3510656031588235,0.16287009209878875,-0.8562012,0.015136719,0.14977372462153649,1.9927559985868193,0.8441808354823531,0.25951208734813186,0.029541016,1.4328613,0.7799878064754678,1.8888930915554576,0.04441923237647059,0.5112987307938263,-1.2382813,1.1115723,0.2633994603162926,2.1163382804017585,1.6254825390411765,wash_hands,acc,1469751141723,user2
-0.3345042523352941,0.14456711612031556,-0.8562012,0.015136719,0.13279274589373893,1.7882952032603558,0.9075453805882352,0.19908767161698734,0.07763672,1.4328613,0.8632745188169182,1.7791813853721936,-0.12439682916588235,0.36035171513550324,-1.0058594,1.1115723,0.1453279297076246,1.8545934288957113,1.5608743118517643,wash_hands,acc,1469751141723,user2
-0.31615349347058824,0.10159693700845332,-0.5083008,0.028564453,0.11027496904315692,1.9222251672055852,0.9154526657647059,0.13953409287185503,0.65234375,1.3869629,0.8575233463292778,1.977341118045664,-0.24628906320117652,0.26962716474690784,-0.8129883,0.38012695,0.13335711062196928,2.119158846395561,1.547483917469412,wash_hands,acc,1469751141723,user2
-0.34497932147058824,0.10934127617992069,-0.59155273,0.028564453,0.13096624691896117,1.8244867455689158,0.8296214376705883,0.2926809115854698,-0.1508789,1.4570313,0.7739338458491153,1.6118096022809076,-0.06210650348941175,0.47886259219838284,-0.8129883,1.1420898,0.23316659998263506,2.168939322155654,1.5830939807341173,wash_hands,acc,1469751141723,user2
-0.33756031847058826,0.09039158214189244,-0.59155273,-0.08862305,0.12211760672807943,1.90914148547181,0.7200654868470588,0.3476205517323671,-0.1508789,1.4570313,0.6393343533350072,1.9677108887967574,0.2212660829,0.5279025389645019,-0.6254883,1.1420898,0.3276397700870772,2.2276175676069263,1.5621352251117648,wash_hands,acc,1469751141723,user2
-0.2834644997058823,0.0736871612761435,-0.4489746,-0.001953125,0.08578192033044257,1.8435627261529626,0.7834041802352942,0.26308199779666813,0.09692383,1.2207031,0.6829342471748193,1.923344285590222,0.08723287944705882,0.49790064512401977,-0.6970215,1.1247559,0.25551462767154015,2.0314198853760095,1.5183938410352944,wash_hands,acc,1469751141723,user2
-0.2748420269529412,0.10814088365957455,-0.5253906,-0.001953125,0.08723259049827488,2.0511358567002556,0.9050723791764705,0.14465066719390765,0.5397949,1.2668457,0.8400798270677994,1.9580734165873857,-0.17692727649411763,0.3581105862060548,-0.93652344,0.8173828,0.15954645312047014,1.8973443700424282,1.533766085164706,wash_hands,acc,1469751141723,user2
-0.2756519993882353,0.15496729483990562,-0.8251953,0.3466797,0.09999888723672991,1.6311044641907502,0.8960506654117647,0.1479044019075241,0.4086914,1.2668457,0.8247825070884888,1.916585233822548,-0.2745002314117647,0.31585863689336874,-0.93652344,0.71191406,0.17511705554524937,1.8585603987906312,1.548460478235294,wash_hands,acc,1469751141723,user2
-0.2526108686058824,0.15312546656499948,-0.8251953,0.3466797,0.08725965944856713,1.5878355029664346,0.9073184739999998,0.1379966027783246,0.4086914,1.1450195,0.8422698756400474,1.9479562585434569,-0.2952148438470588,0.23441954650506194,-0.8071289,0.71191406,0.14210432781128218,1.6677246609943055,1.504833984052941,wash_hands,acc,1469751141723,user2
-0.25411879573529406,0.10901902446765342,-0.48291016,0.07763672,0.07646151004183493,2.015562199531862,0.9126378678823528,0.13463557605763873,0.59033203,1.3928223,0.851034616233219,1.8376828842715889,-0.2515194156352941,0.24753031489452226,-0.62060547,0.6394043,0.12453327323330118,1.8716019342141894,1.4888126142882352,wash_hands,acc,1469751141723,user2
-0.26236213225882354,0.0980764800192141,-0.46166992,-0.037841797,0.07845288437635574,2.137790538609922,0.8477251859999999,0.19557759913975692,0.1459961,1.3928223,0.7568885882640062,1.6925041936097989,-0.1459846074235294,0.44900358123818973,-0.84716797,1.1462402,0.2229157215693217,1.8704982027760266,1.5273437524823528,wash_hands,acc,1469751141723,user2
-0.2728802850117647,0.08902518316873961,-0.48779297,-0.037841797,0.0823891331863296,2.0344777495393638,0.8579561149647058,0.23062370909024424,0.024169922,1.3771973,0.7892759903998733,1.742250764685995,-0.09430721831764706,0.4547759616903843,-0.84716797,1.1462402,0.21571502675822626,1.9567843304828356,1.523690261470588,wash_hands,acc,1469751141723,user2
-0.25439165891764703,0.17566806460861184,-0.951416,0.2758789,0.09557438505020792,1.6233206308435137,0.9136259175529413,0.19618328022602732,0.024169922,1.3771973,0.8732001966646976,1.6543171201088953,-0.2189137192352941,0.3844539669187236,-1.0678711,0.81396484,0.19572806914897217,1.9076604036187528,1.5627585011411769,wash_hands,acc,1469751141723,user2
-0.2705595129458823,0.27214702058282825,-1.09375,0.28637695,0.14726645085762344,1.9703822429362488,0.9280129811764706,0.20788083218842812,0.32641602,1.5737305,0.9044225336233939,1.8379926041709302,-0.2646685468811765,0.5220793045594723,-1.2575684,1.4567871,0.34261623995749557,1.9387743728816458,1.72869944912353,wash_hands,acc,1469751141723,user2
-0.2803509883341176,0.2568455622416628,-1.09375,0.28637695,0.14456631950315246,1.9315365830372722,0.9099034913411765,0.24299820819045523,0.048339844,1.5737305,0.8869724927386344,1.7643384204854289,-0.08448701978117647,0.5726839928997531,-1.2575684,1.4567871,0.33510501223510936,2.0872050437804788,1.6845071240470593,wash_hands,acc,1469751141723,user2
-0.25607766518823527,0.14980020877638908,-0.8232422,0.099853516,0.0880158731577077,1.6925080656065705,0.8845703113411765,0.23924648161405832,0.048339844,1.6130371,0.8397035146709315,1.6469203280136102,-0.09916417671882355,0.44541307404246444,-1.0510254,1.0922852,0.20822634047228006,1.9855605164398045,1.5246582025988236,wash_hands,acc,1469751141723,user2
-0.2550637630941176,0.11614858157707117,-0.6413574,0.045410156,0.07854801624609774,1.7446323182629098,0.8931698094588234,0.23789619625357122,0.048339844,1.6130371,0.8543469087206288,1.6392660419082334,-0.16525735184823528,0.36480932906864993,-0.7922363,1.0922852,0.16039583891540993,1.9049086542161318,1.495367074657647,wash_hands,acc,1469751141723,user2
-0.2563821230352941,0.11228692840183135,-0.53930664,0.045410156,0.0783401473020027,1.961915344793627,0.9053366288235295,0.18784480888247998,0.34179688,1.4216309,0.8549200837136485,1.7352231637935207,-0.2341796882647059,0.3262750588383069,-0.7319336,0.7453613,0.1612955404156954,1.9265689945005746,1.5283432924647058,wash_hands,acc,1469751141723,user2
-0.23251665937647056,0.10689904326332397,-0.53930664,0.052734375,0.06549140233820767,1.9686231235788034,0.9030876615294117,0.1807443672090993,0.34179688,1.4533691,0.8482358506844789,1.6721745997611834,-0.12094726750588233,0.3672116632152928,-0.7319336,0.7453613,0.14947264711848116,2.1106327967039604,1.4816434986235296,wash_hands,acc,1469751141723,user2
-0.22256433909411763,0.1930460904531068,-0.7224121,0.72631836,0.08680167807563047,1.4195464697635574,0.873874079882353,0.2090135731705285,0.26904297,1.7478027,0.807342581259741,1.6011056119141576,0.19502527425882352,0.32961698792390987,-0.62158203,0.7338867,0.1466822163277603,2.074189730132983,1.4839843739882352,wash_hands,acc,1469751141723,user2
-0.17183191677211765,0.3762657291112093,-0.953125,1.0544434,0.1711021065251699,1.8040320901483495,0.9177360991764705,0.34245272564100065,-0.00390625,1.7568359,0.9595134170305952,1.966799890825485,0.14828239856000003,0.2923561718475042,-0.54785156,0.7338867,0.10745980094003404,2.0480734894493877,1.5165441186332944,wash_hands,acc,1469751141723,user2
-0.13571346451329414,0.46514840675834873,-1.390625,1.0544434,0.2347811847600314,1.9627435575074577,0.948506433882353,0.4313205790882108,-0.00390625,2.0388184,1.0857018970612082,2.0818972065589305,0.13830997223058822,0.32606663838819017,-0.54785156,1.7182617,0.12544910108820084,1.5021750431927037,1.5358053755980001,wash_hands,acc,1469751141723,user2
0.25009478331764706,0.5449894986279956,-1.390625,1.0771484,0.3595609542574949,2.003449759643153,0.6332806755764706,0.5284199490040444,-0.1694336,2.0388184,0.680272056564028,2.0873423924159886,0.3412856157964706,0.28843923821317635,-0.4958496,1.7182617,0.1996730656905736,1.3222267251671236,1.5132467816152944,wash_hands,acc,1469751141723,user2
0.44211569332470585,0.31370893953983153,-0.16894531,1.0771484,0.29387958503119105,2.1964210172740857,0.6372156496117647,0.49026314123192727,-0.1694336,1.8081055,0.64640173176074,2.2057013317572114,0.0024931070867058635,0.4623951418350299,-1.2597656,1.0241699,0.2138154827755832,1.9786382400497693,1.5011374094732943,wash_hands,acc,1469751141723,user2
0.18963120494352942,0.1942633405456633,-0.16894531,0.9589844,0.0736982393682952,1.7575005194957107,0.9511661330941176,0.2734236261599275,0.047851563,1.8081055,0.9794774920876604,1.8190911782802663,-0.28899069347564704,0.31332305175612213,-1.2597656,0.28442383,0.181686955677305,2.0123077194304972,1.4896283350427058,wash_hands,acc,1469751141723,user2
0.18562442603058824,0.14358270438212814,-0.14990234,0.65063477,0.05507242053687093,1.9055861590322658,0.9397317341176469,0.2428870854314079,0.33642578,2.102539,0.9420898683771242,1.5828411538534324,-0.13997012869176473,0.3725830173459452,-0.8659668,0.6118164,0.15840974174059802,2.2333602520236346,1.4708122722988235,wash_hands,acc,1469751141723,user2
0.12460937508588234,0.17721304406011068,-0.3461914,0.65063477,0.046931959344344854,1.9306116480982265,0.9347771130588233,0.22341861775921182,0.33642578,2.102539,0.9237241298600253,1.4698183577592905,-0.018896484438823528,0.4003064849535194,-0.8659668,0.703125,0.1606023590199889,2.1592378857891394,1.439570886352941,wash_hands,acc,1469751141723,user2
0.022989430087058827,0.14378594502584796,-0.3461914,0.42358398,0.02120291188270394,1.9737534888741282,0.9515998387058824,0.17463113772708522,0.43237305,1.4018555,0.9360382872889177,1.9336723292811273,0.06949391014941177,0.32437314087938085,-0.80200195,0.703125,0.11004733807180916,2.0291134276921508,1.3435891534952944,wash_hands,acc,1469751141723,user2
0.32551125829411764,0.3245609432978268,-0.7089844,0.8967285,0.21129738519059496,1.8928197054863272,0.8762953802352944,0.3088923139478206,-0.390625,1.9833984,0.8633080550377575,1.5524411040570762,0.13147116194470584,0.2589652624635858,-0.9458008,0.5969238,0.08434767358592495,1.6905174702392118,1.5525677827094118,mop_floor,acc,1469751687594,user2
0.42547391796470574,0.2856248576199083,-0.7089844,0.8967285,0.26260961415863016,1.835733355223774,0.8289349734117648,0.4035770679406936,-0.390625,2.6611328,0.8500076399127703,1.3897530645131528,0.14309225627411765,0.2302054186335486,-0.9458008,0.7470703,0.07346992857386511,1.5854786550151045,1.5152860752035298,mop_floor,acc,1469751687594,user2
0.3316463687529412,0.22924851007127867,-0.3154297,0.7651367,0.162544193276913,2.028789034244845,0.7817497701176471,0.37509814444724987,0.2133789,2.6611328,0.7518313210467639,1.5921638162160943,0.41872415099999993,0.3251179748191316,-0.12817383,1.190918,0.28103161218116424,2.1151429142636893,1.5509564573058823,mop_floor,acc,1469751687594,user2
0.41609604743529416,0.27217090749337713,-0.18115234,1.0749512,0.24721292357704294,2.1033213647681244,0.587250114117647,0.36923280647126316,-0.140625,1.8410645,0.48119556190583473,1.9117958083573154,0.5889734606,0.3596988199222793,0.008300781,1.6123047,0.4762729783446202,2.0992538663175444,1.6049919566941182,mop_floor,acc,1469751687594,user2
0.5936063874117647,0.16880312676909853,0.24072266,1.0749512,0.38086303878307043,2.060727652831745,0.557315601764706,0.3538547326656172,-0.2915039,1.8410645,0.4358138518002117,1.8301635379902237,0.4349207245082353,0.3645650573128157,-0.4958496,1.6123047,0.3220637176202649,1.8124034596269336,1.6214183110211766,mop_floor,acc,1469751687594,user2
0.5838895909411765,0.19388590144804288,0.16870117,1.1865234,0.3785187971897745,1.9473508111610942,0.6708639693647058,0.4682602862770628,-0.45825195,2.2416992,0.6693261610960459,1.8565790708643535,0.2982709105082353,0.4005422198208435,-0.5078125,1.5805664,0.24939960591442062,1.988677600090658,1.6752786065976473,mop_floor,acc,1469751687594,user2
